"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","experimento","grupo","dataset"
"resumen_metricas.167","modelo_arboles - information",0.75,0.25,0.91753,0.62105,0.64151,0.82653,2,2,"moviles212"
"resumen_metricas77","modelo_arboles - Gini",0.79798,0.20202,0.8866,0.76344,0.68182,0.875,2,3,"moviles212"
"resumen_metricas.177","modelo_arboles - information",0.80303,0.19697,0.92784,0.69892,0.66364,0.9375,2,3,"moviles212"
"resumen_metricas87","modelo_arboles - Gini",0.80303,0.19697,0.86916,0.65421,0.78889,0.91304,2,4,"moviles212"
"resumen_metricas.187","modelo_arboles - information",0.79545,0.20455,0.86916,0.63551,0.77778,0.91304,2,4,"moviles212"
"resumen_metricas97","modelo_arboles - Gini",0.82071,0.17929,0.94286,0.75728,0.63529,0.91262,2,5,"moviles212"
"resumen_metricas.197","modelo_arboles - information",0.80808,0.19192,0.94286,0.69903,0.69412,0.87379,2,5,"moviles212"
"resumen_metricas107","modelo_arboles - Gini",0.78283,0.21717,0.88542,0.78095,0.66019,0.81522,3,1,"moviles212"
"resumen_metricas.1107","modelo_arboles - information",0.77778,0.22222,0.9375,0.67619,0.69903,0.81522,3,1,"moviles212"
"resumen_metricas1110","modelo_arboles - Gini",0.79798,0.20202,0.92929,0.70707,0.68041,0.87129,3,2,"moviles212"
"resumen_metricas.11110","modelo_arboles - information",0.80556,0.19444,0.9697,0.70707,0.6701,0.87129,3,2,"moviles212"
"resumen_metricas127","modelo_arboles - Gini",0.80303,0.19697,0.91753,0.73737,0.67961,0.8866,3,3,"moviles212"
"resumen_metricas.1127","modelo_arboles - information",0.79293,0.20707,0.89691,0.66667,0.74757,0.86598,3,3,"moviles212"
"resumen_metricas137","modelo_arboles - Gini",0.80303,0.19697,0.96939,0.62857,0.75269,0.87,3,4,"moviles212"
"resumen_metricas.1137","modelo_arboles - information",0.79798,0.20202,0.96939,0.68571,0.66667,0.87,3,4,"moviles212"
"resumen_metricas147","modelo_arboles - Gini",0.81818,0.18182,0.95283,0.73563,0.75,0.81553,3,5,"moviles212"
"resumen_metricas.1147","modelo_arboles - information",0.81818,0.18182,0.96226,0.68966,0.74,0.85437,3,5,"moviles212"
"resumen_metricas30","modelo_arboles - Gini",0.76768,0.23232,0.90291,0.72,0.65625,0.78351,1,1,"moviles221"
"resumen_metricas.130","modelo_arboles - information",0.7803,0.2197,0.91262,0.72,0.6875,0.79381,1,1,"moviles221"
"resumen_metricas128","modelo_arboles - Gini",0.81061,0.18939,0.93548,0.80392,0.55769,0.96907,1,2,"moviles221"
"resumen_metricas.1128","modelo_arboles - information",0.79545,0.20455,0.93548,0.65686,0.66346,0.94845,1,2,"moviles221"
"resumen_metricas211","modelo_arboles - Gini",0.78535,0.21465,0.90816,0.69,0.70755,0.84783,1,3,"moviles221"
"resumen_metricas.1211","modelo_arboles - information",0.79293,0.20707,0.91837,0.71,0.70755,0.84783,1,3,"moviles221"
"resumen_metricas38","modelo_arboles - Gini",0.80556,0.19444,0.96226,0.64045,0.73786,0.85714,1,4,"moviles221"
"resumen_metricas.138","modelo_arboles - information",0.80808,0.19192,0.96226,0.66292,0.72816,0.85714,1,4,"moviles221"
"resumen_metricas48","modelo_arboles - Gini",0.82828,0.17172,0.95833,0.75,0.78161,0.82569,1,5,"moviles221"
"resumen_metricas.148","modelo_arboles - information",0.81818,0.18182,0.95833,0.68269,0.74713,0.88073,1,5,"moviles221"
"resumen_metricas58","modelo_arboles - Gini",0.80051,0.19949,0.90826,0.70833,0.69231,0.87,2,1,"moviles221"
"resumen_metricas.158","modelo_arboles - information",0.76515,0.23485,0.81651,0.6875,0.7033,0.84,2,1,"moviles221"
"resumen_metricas68","modelo_arboles - Gini",0.82071,0.17929,0.95876,0.7875,0.67593,0.86486,2,2,"moviles221"
"resumen_metricas.168","modelo_arboles - information",0.82576,0.17424,0.95876,0.775,0.76852,0.8018,2,2,"moviles221"
"resumen_metricas78","modelo_arboles - Gini",0.78283,0.21717,0.94175,0.68182,0.67,0.85542,2,3,"moviles221"
"resumen_metricas.178","modelo_arboles - information",0.80808,0.19192,0.96117,0.69091,0.74,0.85542,2,3,"moviles221"
"resumen_metricas88","modelo_arboles - Gini",0.76768,0.23232,0.93,0.61607,0.69231,0.84946,2,4,"moviles221"
"resumen_metricas.188","modelo_arboles - information",0.79545,0.20455,0.94,0.6875,0.71429,0.84946,2,4,"moviles221"
"resumen_metricas98","modelo_arboles - Gini",0.76768,0.23232,0.90805,0.69072,0.64151,0.84906,2,5,"moviles221"
"resumen_metricas.198","modelo_arboles - information",0.78535,0.21465,0.93103,0.58763,0.75472,0.87736,2,5,"moviles221"
"resumen_metricas108","modelo_arboles - Gini",0.82323,0.17677,0.92553,0.74757,0.81915,0.80952,3,1,"moviles221"
"resumen_metricas.1108","modelo_arboles - information",0.82323,0.17677,0.96809,0.70874,0.76596,0.85714,3,1,"moviles221"
"resumen_metricas1111","modelo_arboles - Gini",0.76515,0.23485,0.93023,0.62385,0.62766,0.8972,3,2,"moviles221"
"resumen_metricas.11111","modelo_arboles - information",0.7702,0.2298,0.83721,0.75229,0.62766,0.85981,3,2,"moviles221"
"resumen_metricas129","modelo_arboles - Gini",0.7803,0.2197,0.92784,0.72549,0.67619,0.80435,3,3,"moviles221"
"resumen_metricas.1129","modelo_arboles - information",0.77778,0.22222,0.91753,0.70588,0.73333,0.76087,3,3,"moviles221"
"resumen_metricas138","modelo_arboles - Gini",0.80556,0.19444,0.90909,0.80612,0.56701,0.93137,3,4,"moviles221"
"resumen_metricas.1138","modelo_arboles - information",0.80808,0.19192,0.93939,0.68367,0.70103,0.90196,3,4,"moviles221"
"resumen_metricas148","modelo_arboles - Gini",0.81313,0.18687,0.95833,0.6506,0.70755,0.89655,3,5,"moviles221"
"resumen_metricas.1148","modelo_arboles - information",0.81061,0.18939,0.975,0.61446,0.70755,0.89655,3,5,"moviles221"
"resumen_metricas39","modelo_arboles - Gini",0.78788,0.21212,0.91667,0.69792,0.59184,0.93617,1,1,"moviles222"
"resumen_metricas.139","modelo_arboles - information",0.79293,0.20707,0.93519,0.66667,0.65306,0.90426,1,1,"moviles222"
"resumen_metricas130","modelo_arboles - Gini",0.80556,0.19444,0.94059,0.72549,0.69697,0.8617,1,2,"moviles222"
"resumen_metricas.1130","modelo_arboles - information",0.80808,0.19192,0.94059,0.72549,0.70707,0.8617,1,2,"moviles222"
"resumen_metricas212","modelo_arboles - Gini",0.7803,0.2197,0.92553,0.69318,0.70093,0.80374,1,3,"moviles222"
"resumen_metricas.1212","modelo_arboles - information",0.78283,0.21717,0.95745,0.68182,0.69159,0.80374,1,3,"moviles222"
"resumen_metricas310","modelo_arboles - Gini",0.80303,0.19697,0.93878,0.71739,0.75789,0.79279,1,4,"moviles222"
"resumen_metricas.1310","modelo_arboles - information",0.82323,0.17677,0.93878,0.76087,0.67368,0.9009,1,4,"moviles222"
"resumen_metricas49","modelo_arboles - Gini",0.7803,0.2197,0.88421,0.74359,0.60825,0.90805,1,5,"moviles222"
"resumen_metricas.149","modelo_arboles - information",0.74242,0.25758,0.90526,0.61538,0.57732,0.91954,1,5,"moviles222"
"resumen_metricas59","modelo_arboles - Gini",0.79545,0.20455,0.96522,0.73034,0.59804,0.86667,2,1,"moviles222"
"resumen_metricas.159","modelo_arboles - information",0.7904,0.2096,0.96522,0.67416,0.62745,0.86667,2,1,"moviles222"
"resumen_metricas69","modelo_arboles - Gini",0.7702,0.2298,0.94118,0.63889,0.67742,0.82796,2,2,"moviles222"
"resumen_metricas.169","modelo_arboles - information",0.74242,0.25758,0.94118,0.50926,0.70968,0.82796,2,2,"moviles222"
"resumen_metricas79","modelo_arboles - Gini",0.83838,0.16162,0.93333,0.81443,0.63636,0.96842,2,3,"moviles222"
"resumen_metricas.179","modelo_arboles - information",0.80808,0.19192,0.87619,0.68041,0.74747,0.92632,2,3,"moviles222"
"resumen_metricas89","modelo_arboles - Gini",0.75505,0.24495,0.93902,0.58511,0.75,0.76852,2,4,"moviles222"
"resumen_metricas.189","modelo_arboles - information",0.77273,0.22727,0.95122,0.62766,0.70536,0.83333,2,4,"moviles222"
"resumen_metricas99","modelo_arboles - Gini",0.78283,0.21717,0.90217,0.6729,0.61111,0.93458,2,5,"moviles222"
"resumen_metricas.199","modelo_arboles - information",0.79545,0.20455,0.95652,0.6729,0.68889,0.86916,2,5,"moviles222"
"resumen_metricas109","modelo_arboles - Gini",0.82071,0.17929,0.96739,0.79612,0.68868,0.85263,3,1,"moviles222"
"resumen_metricas.1109","modelo_arboles - information",0.80051,0.19949,0.88043,0.76699,0.71698,0.85263,3,1,"moviles222"
"resumen_metricas1112","modelo_arboles - Gini",0.80808,0.19192,0.93548,0.76364,0.65385,0.91011,3,2,"moviles222"
"resumen_metricas.11112","modelo_arboles - information",0.79545,0.20455,0.93548,0.68182,0.72115,0.8764,3,2,"moviles222"
"resumen_metricas1210","modelo_arboles - Gini",0.77778,0.22222,0.89524,0.64706,0.7766,0.76786,3,3,"moviles222"
"resumen_metricas.11210","modelo_arboles - information",0.7904,0.2096,0.94286,0.63529,0.79787,0.75893,3,3,"moviles222"
"resumen_metricas139","modelo_arboles - Gini",0.78535,0.21465,0.94393,0.70408,0.63208,0.87059,3,4,"moviles222"
"resumen_metricas.1139","modelo_arboles - information",0.77273,0.22727,0.95327,0.63265,0.64151,0.87059,3,4,"moviles222"
"resumen_metricas149","modelo_arboles - Gini",0.80303,0.19697,0.93939,0.71717,0.63953,0.88393,3,5,"moviles222"
"resumen_metricas.1149","modelo_arboles - information",0.80556,0.19444,0.9697,0.65657,0.67442,0.89286,3,5,"moviles222"
"resumen_metricas40","modelo_arboles - Gini",0.76768,0.23232,0.90196,0.7093,0.62385,0.83838,1,1,"moviles231"
"resumen_metricas.140","modelo_arboles - information",0.76263,0.23737,0.92157,0.62791,0.65138,0.83838,1,1,"moviles231"
"resumen_metricas140","modelo_arboles - Gini",0.76263,0.23737,0.93548,0.55856,0.70642,0.91566,1,2,"moviles231"
"resumen_metricas.1140","modelo_arboles - information",0.7601,0.2399,0.93548,0.58559,0.66972,0.91566,1,2,"moviles231"
"resumen_metricas213","modelo_arboles - Gini",0.80051,0.19949,0.94175,0.66327,0.81319,0.77885,1,3,"moviles231"
"resumen_metricas.1213","modelo_arboles - information",0.83081,0.16919,0.96117,0.68367,0.79121,0.875,1,3,"moviles231"
"resumen_metricas311","modelo_arboles - Gini",0.83081,0.16919,0.9899,0.76699,0.625,0.91509,1,4,"moviles231"
"resumen_metricas.1311","modelo_arboles - information",0.7803,0.2197,0.9596,0.66019,0.67045,0.82075,1,4,"moviles231"
"resumen_metricas410","modelo_arboles - Gini",0.78535,0.21465,0.91919,0.73196,0.69697,0.79208,1,5,"moviles231"
"resumen_metricas.1410","modelo_arboles - information",0.7702,0.2298,0.89899,0.65979,0.72727,0.79208,1,5,"moviles231"
"resumen_metricas510","modelo_arboles - Gini",0.79798,0.20202,0.92308,0.72115,0.69903,0.86735,2,1,"moviles231"
"resumen_metricas.1510","modelo_arboles - information",0.79545,0.20455,0.92308,0.65385,0.75728,0.86735,2,1,"moviles231"
"resumen_metricas610","modelo_arboles - Gini",0.79545,0.20455,0.95413,0.67308,0.6747,0.85,2,2,"moviles231"
"resumen_metricas.1610","modelo_arboles - information",0.81061,0.18939,0.94495,0.75,0.66265,0.85,2,2,"moviles231"
"resumen_metricas710","modelo_arboles - Gini",0.78788,0.21212,0.82,0.76404,0.71429,0.84404,2,3,"moviles231"
"resumen_metricas.1710","modelo_arboles - information",0.81061,0.18939,0.93,0.75281,0.69388,0.85321,2,3,"moviles231"
"resumen_metricas810","modelo_arboles - Gini",0.7904,0.2096,0.95833,0.60638,0.73585,0.86,2,4,"moviles231"
"resumen_metricas.1810","modelo_arboles - information",0.7601,0.2399,0.86458,0.62766,0.68868,0.86,2,4,"moviles231"
"resumen_metricas910","modelo_arboles - Gini",0.77525,0.22475,0.9,0.66346,0.75472,0.7907,2,5,"moviles231"
"resumen_metricas.1910","modelo_arboles - information",0.78788,0.21212,0.95,0.65385,0.66981,0.90698,2,5,"moviles231"
"resumen_metricas1010","modelo_arboles - Gini",0.81566,0.18434,0.98198,0.72941,0.6383,0.86792,3,1,"moviles231"
"resumen_metricas.11010","modelo_arboles - information",0.81061,0.18939,0.98198,0.72941,0.61702,0.86792,3,1,"moviles231"
"resumen_metricas1113","modelo_arboles - Gini",0.79798,0.20202,0.94231,0.67347,0.6383,0.92,3,2,"moviles231"
"resumen_metricas.11113","modelo_arboles - information",0.7904,0.2096,0.94231,0.64286,0.6383,0.92,3,2,"moviles231"
"resumen_metricas1211","modelo_arboles - Gini",0.77273,0.22727,0.87778,0.70297,0.67568,0.8617,3,3,"moviles231"
"resumen_metricas.11211","modelo_arboles - information",0.78788,0.21212,0.9,0.71287,0.65766,0.91489,3,3,"moviles231"
"resumen_metricas1310","modelo_arboles - Gini",0.80808,0.19192,0.96667,0.63366,0.82569,0.82292,3,4,"moviles231"
"resumen_metricas.11310","modelo_arboles - information",0.80303,0.19697,0.92222,0.67327,0.86239,0.76042,3,4,"moviles231"
"resumen_metricas1410","modelo_arboles - Gini",0.76768,0.23232,0.92079,0.68182,0.63636,0.82474,3,5,"moviles231"
"resumen_metricas.11410","modelo_arboles - information",0.75758,0.24242,0.92079,0.62727,0.65909,0.82474,3,5,"moviles231"
"resumen_metricas50","modelo_arboles - Gini",0.79545,0.20455,0.96396,0.6962,0.70796,0.78495,1,1,"moviles232"
"resumen_metricas.150","modelo_arboles - information",0.81061,0.18939,0.97297,0.67089,0.70796,0.86022,1,1,"moviles232"
"resumen_metricas150","modelo_arboles - Gini",0.81313,0.18687,0.93478,0.63208,0.85417,0.85294,1,2,"moviles232"
"resumen_metricas.1150","modelo_arboles - information",0.83081,0.16919,0.93478,0.66038,0.88542,0.86275,1,2,"moviles232"
"resumen_metricas214","modelo_arboles - Gini",0.7803,0.2197,0.96703,0.65347,0.68132,0.82301,1,3,"moviles232"
"resumen_metricas.1214","modelo_arboles - information",0.78535,0.21465,0.96703,0.65347,0.64835,0.86726,1,3,"moviles232"
"resumen_metricas312","modelo_arboles - Gini",0.78283,0.21717,0.91176,0.71134,0.65421,0.86667,1,4,"moviles232"
"resumen_metricas.1312","modelo_arboles - information",0.79545,0.20455,0.93137,0.76289,0.63551,0.86667,1,4,"moviles232"
"resumen_metricas411","modelo_arboles - Gini",0.76515,0.23485,0.96,0.58036,0.68539,0.85263,1,5,"moviles232"
"resumen_metricas.1411","modelo_arboles - information",0.77778,0.22222,0.96,0.60714,0.70787,0.85263,1,5,"moviles232"
"resumen_metricas511","modelo_arboles - Gini",0.81818,0.18182,0.94059,0.72632,0.75238,0.85263,2,1,"moviles232"
"resumen_metricas.1511","modelo_arboles - information",0.80556,0.19444,0.94059,0.63158,0.79048,0.85263,2,1,"moviles232"
"resumen_metricas611","modelo_arboles - Gini",0.77525,0.22475,0.90265,0.67708,0.6701,0.83333,2,2,"moviles232"
"resumen_metricas.1611","modelo_arboles - information",0.76515,0.23485,0.92035,0.625,0.65979,0.83333,2,2,"moviles232"
"resumen_metricas711","modelo_arboles - Gini",0.81313,0.18687,0.96774,0.72043,0.66667,0.91919,2,3,"moviles232"
"resumen_metricas.1711","modelo_arboles - information",0.81061,0.18939,0.96774,0.70968,0.66667,0.91919,2,3,"moviles232"
"resumen_metricas811","modelo_arboles - Gini",0.82323,0.17677,0.95,0.77778,0.8022,0.76289,2,4,"moviles232"
"resumen_metricas.1811","modelo_arboles - information",0.82071,0.17929,0.95,0.75926,0.73626,0.83505,2,4,"moviles232"
"resumen_metricas911","modelo_arboles - Gini",0.7803,0.2197,0.91011,0.67961,0.65217,0.875,2,5,"moviles232"
"resumen_metricas.1911","modelo_arboles - information",0.77273,0.22727,0.88764,0.67961,0.6413,0.875,2,5,"moviles232"
"resumen_metricas1011","modelo_arboles - Gini",0.78283,0.21717,0.90909,0.71963,0.72043,0.78351,3,1,"moviles232"
"resumen_metricas.11011","modelo_arboles - information",0.75505,0.24495,0.91919,0.59813,0.69892,0.81443,3,1,"moviles232"
"resumen_metricas1114","modelo_arboles - Gini",0.78535,0.21465,0.9375,0.73118,0.66019,0.81731,3,2,"moviles232"
"resumen_metricas.11114","modelo_arboles - information",0.74495,0.25505,0.91667,0.6129,0.62136,0.82692,3,2,"moviles232"
"resumen_metricas1212","modelo_arboles - Gini",0.81566,0.18434,0.97087,0.65306,0.73585,0.91011,3,3,"moviles232"
"resumen_metricas.11212","modelo_arboles - information",0.81566,0.18434,0.97087,0.66327,0.72642,0.91011,3,3,"moviles232"
"resumen_metricas1311","modelo_arboles - Gini",0.81818,0.18182,0.98039,0.7037,0.65556,0.92708,3,4,"moviles232"
"resumen_metricas.11311","modelo_arboles - information",0.81061,0.18939,0.98039,0.61111,0.74444,0.91667,3,4,"moviles232"
"resumen_metricas1411","modelo_arboles - Gini",0.80808,0.19192,0.86458,0.75281,0.74038,0.86916,3,5,"moviles232"
"resumen_metricas.11411","modelo_arboles - information",0.81313,0.18687,0.89583,0.7191,0.75962,0.86916,3,5,"moviles232"
"resumen_metricas60","modelo_svm - linear",0.9725,0.0275,0.98058,0.95699,0.9619,0.9899,1,1,"moviles111"
"resumen_metricas.160","modelo_svm - polynomial",0.85,0.15,0.90291,0.8172,0.85714,0.81818,1,1,"moviles111"
"resumen_metricas.2","modelo_svm - radial",0.9225,0.0775,0.97087,0.94624,0.8381,0.93939,1,1,"moviles111"
"resumen_metricas.3","modelo_svm - sigmoid",0.92,0.08,0.96117,0.84946,0.90476,0.9596,1,1,"moviles111"
"resumen_metricas151","modelo_svm - linear",0.9475,0.0525,0.94737,0.94495,0.91509,0.98889,1,2,"moviles111"
"resumen_metricas.1151","modelo_svm - polynomial",0.82,0.18,0.81053,0.78899,0.84906,0.83333,1,2,"moviles111"
"resumen_metricas.21","modelo_svm - radial",0.8975,0.1025,0.93684,0.86239,0.86792,0.93333,1,2,"moviles111"
"resumen_metricas.31","modelo_svm - sigmoid",0.885,0.115,0.92632,0.87156,0.81132,0.94444,1,2,"moviles111"
"resumen_metricas215","modelo_svm - linear",0.955,0.045,1,0.90741,0.94059,0.97917,1,3,"moviles111"
"resumen_metricas.1215","modelo_svm - polynomial",0.805,0.195,0.82105,0.75926,0.86139,0.78125,1,3,"moviles111"
"resumen_metricas.22","modelo_svm - radial",0.8575,0.1425,0.92632,0.75,0.86139,0.90625,1,3,"moviles111"
"resumen_metricas.32","modelo_svm - sigmoid",0.91,0.09,0.94737,0.88889,0.87129,0.9375,1,3,"moviles111"
"resumen_metricas313","modelo_svm - linear",0.96,0.04,0.93458,0.96875,0.94444,0.99065,1,4,"moviles111"
"resumen_metricas.1313","modelo_svm - polynomial",0.835,0.165,0.83178,0.82292,0.81111,0.86916,1,4,"moviles111"
"resumen_metricas.23","modelo_svm - radial",0.9175,0.0825,0.95327,0.92708,0.85556,0.92523,1,4,"moviles111"
"resumen_metricas.33","modelo_svm - sigmoid",0.89,0.11,0.91589,0.85417,0.8,0.97196,1,4,"moviles111"
"resumen_metricas412","modelo_svm - linear",0.97,0.03,0.98,0.96809,0.93878,0.99074,1,5,"moviles111"
"resumen_metricas.1412","modelo_svm - polynomial",0.76,0.24,0.8,0.82979,0.71429,0.7037,1,5,"moviles111"
"resumen_metricas.24","modelo_svm - radial",0.895,0.105,0.92,0.84043,0.88776,0.92593,1,5,"moviles111"
"resumen_metricas.34","modelo_svm - sigmoid",0.9075,0.0925,0.94,0.88298,0.87755,0.92593,1,5,"moviles111"
"resumen_metricas512","modelo_svm - linear",0.9525,0.0475,0.99074,0.88298,0.9375,0.9902,2,1,"moviles111"
"resumen_metricas.1512","modelo_svm - polynomial",0.805,0.195,0.86111,0.74468,0.77083,0.83333,2,1,"moviles111"
"resumen_metricas.25","modelo_svm - radial",0.8925,0.1075,0.96296,0.81915,0.875,0.90196,2,1,"moviles111"
"resumen_metricas.35","modelo_svm - sigmoid",0.9125,0.0875,0.9537,0.8617,0.86458,0.96078,2,1,"moviles111"
"resumen_metricas612","modelo_svm - linear",0.9725,0.0275,1,0.96117,0.94505,0.98148,2,2,"moviles111"
"resumen_metricas.1612","modelo_svm - polynomial",0.8575,0.1425,0.86735,0.82524,0.87912,0.86111,2,2,"moviles111"
"resumen_metricas.26","modelo_svm - radial",0.905,0.095,0.92857,0.8932,0.86813,0.92593,2,2,"moviles111"
"resumen_metricas.36","modelo_svm - sigmoid",0.9175,0.0825,0.96939,0.8835,0.84615,0.96296,2,2,"moviles111"
"resumen_metricas712","modelo_svm - linear",0.965,0.035,0.96809,0.96875,0.94828,0.97872,2,3,"moviles111"
"resumen_metricas.1712","modelo_svm - polynomial",0.7825,0.2175,0.81915,0.78125,0.78448,0.74468,2,3,"moviles111"
"resumen_metricas.27","modelo_svm - radial",0.8875,0.1125,0.91489,0.82292,0.86207,0.95745,2,3,"moviles111"
"resumen_metricas.37","modelo_svm - sigmoid",0.915,0.085,0.92553,0.91667,0.85345,0.97872,2,3,"moviles111"
"resumen_metricas812","modelo_svm - linear",0.9625,0.0375,0.98889,0.94231,0.93939,0.98131,2,4,"moviles111"
"resumen_metricas.1812","modelo_svm - polynomial",0.7975,0.2025,0.74444,0.84615,0.81818,0.7757,2,4,"moviles111"
"resumen_metricas.28","modelo_svm - radial",0.9,0.1,0.92222,0.85577,0.91919,0.90654,2,4,"moviles111"
"resumen_metricas.38","modelo_svm - sigmoid",0.915,0.085,0.95556,0.86538,0.87879,0.96262,2,4,"moviles111"
"resumen_metricas912","modelo_svm - linear",0.96,0.04,0.95455,0.96117,0.93878,0.98876,2,5,"moviles111"
"resumen_metricas.1912","modelo_svm - polynomial",0.8075,0.1925,0.75455,0.83495,0.81633,0.83146,2,5,"moviles111"
"resumen_metricas.29","modelo_svm - radial",0.92,0.08,0.95455,0.92233,0.86735,0.93258,2,5,"moviles111"
"resumen_metricas.39","modelo_svm - sigmoid",0.8875,0.1125,0.90909,0.86408,0.85714,0.92135,2,5,"moviles111"
"resumen_metricas1012","modelo_svm - linear",0.96,0.04,0.97059,0.91919,0.96939,0.9802,3,1,"moviles111"
"resumen_metricas.11012","modelo_svm - polynomial",0.79,0.21,0.77451,0.82828,0.79592,0.76238,3,1,"moviles111"
"resumen_metricas.210","modelo_svm - radial",0.905,0.095,0.94118,0.86869,0.91837,0.89109,3,1,"moviles111"
