"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.369","modelo_svm - sigmoid",0.93182,0.06818,0.95745,0.91176,0.90196,0.95918,"detalle_1",2,2,"moviles222"
"resumen_metricas791","modelo_svm - linear",0.9596,0.0404,0.98058,0.90625,0.97917,0.9703,"detalle_1",2,3,"moviles222"
"resumen_metricas.1791","modelo_svm - polynomial",0.81313,0.18687,0.80583,0.8125,0.86458,0.77228,"detalle_1",2,3,"moviles222"
"resumen_metricas.279","modelo_svm - radial",0.91667,0.08333,0.93204,0.91667,0.88542,0.93069,"detalle_1",2,3,"moviles222"
"resumen_metricas.379","modelo_svm - sigmoid",0.94192,0.05808,0.98058,0.94792,0.89583,0.94059,"detalle_1",2,3,"moviles222"
"resumen_metricas891","modelo_svm - linear",0.96212,0.03788,0.96429,0.98131,0.91753,0.98148,"detalle_1",2,4,"moviles222"
"resumen_metricas.1891","modelo_svm - polynomial",0.83333,0.16667,0.90476,0.81308,0.83505,0.7963,"detalle_1",2,4,"moviles222"
"resumen_metricas.289","modelo_svm - radial",0.90404,0.09596,0.95238,0.86916,0.86598,0.93519,"detalle_1",2,4,"moviles222"
"resumen_metricas.389","modelo_svm - sigmoid",0.90909,0.09091,0.97619,0.91589,0.85567,0.89815,"detalle_1",2,4,"moviles222"
"resumen_metricas991","modelo_svm - linear",0.96717,0.03283,0.98319,0.92857,0.95876,1,"detalle_1",2,5,"moviles222"
"resumen_metricas.1991","modelo_svm - polynomial",0.7803,0.2197,0.72269,0.76531,0.81443,0.84146,"detalle_1",2,5,"moviles222"
"resumen_metricas.299","modelo_svm - radial",0.89646,0.10354,0.89076,0.85714,0.8866,0.96341,"detalle_1",2,5,"moviles222"
"resumen_metricas.399","modelo_svm - sigmoid",0.92677,0.07323,0.94958,0.92857,0.87629,0.95122,"detalle_1",2,5,"moviles222"
"resumen_metricas1091","modelo_svm - linear",0.96212,0.03788,0.95455,0.95604,0.94,1,"detalle_1",3,1,"moviles222"
"resumen_metricas.11091","modelo_svm - polynomial",0.81566,0.18434,0.81818,0.81319,0.84,0.78947,"detalle_1",3,1,"moviles222"
"resumen_metricas.2109","modelo_svm - radial",0.90657,0.09343,0.90909,0.92308,0.89,0.90526,"detalle_1",3,1,"moviles222"
"resumen_metricas.3109","modelo_svm - sigmoid",0.93182,0.06818,0.94545,0.93407,0.9,0.94737,"detalle_1",3,1,"moviles222"
"resumen_metricas11121","modelo_svm - linear",0.95455,0.04545,0.98936,0.93069,0.96,0.94059,"detalle_1",3,2,"moviles222"
"resumen_metricas.111121","modelo_svm - polynomial",0.81061,0.18939,0.87234,0.77228,0.85,0.75248,"detalle_1",3,2,"moviles222"
"resumen_metricas.21112","modelo_svm - radial",0.91667,0.08333,0.94681,0.87129,0.91,0.94059,"detalle_1",3,2,"moviles222"
"resumen_metricas.31112","modelo_svm - sigmoid",0.90909,0.09091,0.97872,0.92079,0.88,0.86139,"detalle_1",3,2,"moviles222"
"resumen_metricas12101","modelo_svm - linear",0.96717,0.03283,0.98851,0.9596,0.92308,1,"detalle_1",3,3,"moviles222"
"resumen_metricas.112101","modelo_svm - polynomial",0.85606,0.14394,0.88506,0.85859,0.89423,0.79245,"detalle_1",3,3,"moviles222"
"resumen_metricas.21210","modelo_svm - radial",0.90657,0.09343,0.93103,0.89899,0.85577,0.9434,"detalle_1",3,3,"moviles222"
"resumen_metricas.31210","modelo_svm - sigmoid",0.93182,0.06818,0.97701,0.94949,0.83654,0.9717,"detalle_1",3,3,"moviles222"
"resumen_metricas1391","modelo_svm - linear",0.9596,0.0404,0.97222,0.91919,0.95402,0.9902,"detalle_1",3,4,"moviles222"
"resumen_metricas.11391","modelo_svm - polynomial",0.80303,0.19697,0.78704,0.76768,0.88506,0.78431,"detalle_1",3,4,"moviles222"
"resumen_metricas.2139","modelo_svm - radial",0.89141,0.10859,0.91667,0.85859,0.86207,0.92157,"detalle_1",3,4,"moviles222"
"resumen_metricas.3139","modelo_svm - sigmoid",0.94192,0.05808,0.96296,0.89899,0.94253,0.96078,"detalle_1",3,4,"moviles222"
"resumen_metricas1491","modelo_svm - linear",0.93939,0.06061,0.96907,0.90476,0.90476,0.98876,"detalle_1",3,5,"moviles222"
"resumen_metricas.11491","modelo_svm - polynomial",0.79798,0.20202,0.86598,0.7619,0.75238,0.82022,"detalle_1",3,5,"moviles222"
"resumen_metricas.2149","modelo_svm - radial",0.86869,0.13131,0.93814,0.80952,0.82857,0.91011,"detalle_1",3,5,"moviles222"
"resumen_metricas.3149","modelo_svm - sigmoid",0.91919,0.08081,0.93814,0.89524,0.88571,0.96629,"detalle_1",3,5,"moviles222"
"resumen_metricas401","modelo_svm - linear",0.96717,0.03283,0.9901,0.96154,0.9375,0.97895,"detalle_1",1,1,"moviles231"
"resumen_metricas.1401","modelo_svm - polynomial",0.77778,0.22222,0.82178,0.73077,0.79167,0.76842,"detalle_1",1,1,"moviles231"
"resumen_metricas.240","modelo_svm - radial",0.88131,0.11869,0.93069,0.89423,0.82292,0.87368,"detalle_1",1,1,"moviles231"
"resumen_metricas.340","modelo_svm - sigmoid",0.90909,0.09091,0.94059,0.91346,0.85417,0.92632,"detalle_1",1,1,"moviles231"
"resumen_metricas1401","modelo_svm - linear",0.96717,0.03283,0.98261,0.95556,0.93939,0.98913,"detalle_1",1,2,"moviles231"
"resumen_metricas.11401","modelo_svm - polynomial",0.81818,0.18182,0.82609,0.78889,0.81818,0.83696,"detalle_1",1,2,"moviles231"
"resumen_metricas.2140","modelo_svm - radial",0.91162,0.08838,0.97391,0.88889,0.86869,0.90217,"detalle_1",1,2,"moviles231"
"resumen_metricas.3140","modelo_svm - sigmoid",0.90909,0.09091,0.94783,0.88889,0.85859,0.93478,"detalle_1",1,2,"moviles231"
"resumen_metricas2131","modelo_svm - linear",0.96212,0.03788,0.94845,0.92381,1,0.97959,"detalle_1",1,3,"moviles231"
"resumen_metricas.12131","modelo_svm - polynomial",0.84848,0.15152,0.83505,0.84762,0.875,0.83673,"detalle_1",1,3,"moviles231"
"resumen_metricas.2213","modelo_svm - radial",0.91414,0.08586,0.89691,0.86667,0.96875,0.92857,"detalle_1",1,3,"moviles231"
"resumen_metricas.3213","modelo_svm - sigmoid",0.91667,0.08333,0.92784,0.89524,0.89583,0.94898,"detalle_1",1,3,"moviles231"
"resumen_metricas3111","modelo_svm - linear",0.95202,0.04798,0.97143,0.93069,0.91,1,"detalle_1",1,4,"moviles231"
"resumen_metricas.13111","modelo_svm - polynomial",0.80808,0.19192,0.81905,0.75248,0.84,0.82222,"detalle_1",1,4,"moviles231"
"resumen_metricas.2311","modelo_svm - radial",0.87626,0.12374,0.93333,0.83168,0.85,0.88889,"detalle_1",1,4,"moviles231"
"resumen_metricas.3311","modelo_svm - sigmoid",0.90404,0.09596,0.94286,0.86139,0.85,0.96667,"detalle_1",1,4,"moviles231"
"resumen_metricas4101","modelo_svm - linear",0.97475,0.02525,0.98718,0.95789,0.9619,0.99153,"detalle_1",1,5,"moviles231"
"resumen_metricas.14101","modelo_svm - polynomial",0.81061,0.18939,0.9359,0.77895,0.82857,0.73729,"detalle_1",1,5,"moviles231"
"resumen_metricas.2410","modelo_svm - radial",0.89394,0.10606,0.94872,0.84211,0.87619,0.91525,"detalle_1",1,5,"moviles231"
"resumen_metricas.3410","modelo_svm - sigmoid",0.90909,0.09091,0.96154,0.88421,0.86667,0.9322,"detalle_1",1,5,"moviles231"
"resumen_metricas5101","modelo_svm - linear",0.9697,0.0303,0.99038,0.92553,0.97826,0.98113,"detalle_1",2,1,"moviles231"
"resumen_metricas.15101","modelo_svm - polynomial",0.82323,0.17677,0.90385,0.74468,0.83696,0.80189,"detalle_1",2,1,"moviles231"
"resumen_metricas.2510","modelo_svm - radial",0.92929,0.07071,0.99038,0.85106,0.90217,0.96226,"detalle_1",2,1,"moviles231"
"resumen_metricas.3510","modelo_svm - sigmoid",0.94192,0.05808,0.98077,0.92553,0.88043,0.9717,"detalle_1",2,1,"moviles231"
"resumen_metricas6101","modelo_svm - linear",0.96717,0.03283,0.98165,0.95506,0.95699,0.97143,"detalle_1",2,2,"moviles231"
"resumen_metricas.16101","modelo_svm - polynomial",0.82071,0.17929,0.87156,0.75281,0.80645,0.8381,"detalle_1",2,2,"moviles231"
"resumen_metricas.2610","modelo_svm - radial",0.93434,0.06566,0.92661,0.89888,0.92473,0.98095,"detalle_1",2,2,"moviles231"
"resumen_metricas.3610","modelo_svm - sigmoid",0.90404,0.09596,0.95413,0.89888,0.82796,0.92381,"detalle_1",2,2,"moviles231"
"resumen_metricas7101","modelo_svm - linear",0.95707,0.04293,0.95402,0.94595,0.94,0.9898,"detalle_1",2,3,"moviles231"
"resumen_metricas.17101","modelo_svm - polynomial",0.80556,0.19444,0.81609,0.81982,0.8,0.78571,"detalle_1",2,3,"moviles231"
"resumen_metricas.2710","modelo_svm - radial",0.85606,0.14394,0.88506,0.84685,0.82,0.87755,"detalle_1",2,3,"moviles231"
"resumen_metricas.3710","modelo_svm - sigmoid",0.89394,0.10606,0.94253,0.85586,0.88,0.90816,"detalle_1",2,3,"moviles231"
"resumen_metricas8101","modelo_svm - linear",0.97222,0.02778,0.96667,0.96939,0.95575,1,"detalle_1",2,4,"moviles231"
"resumen_metricas.18101","modelo_svm - polynomial",0.83333,0.16667,0.82222,0.82653,0.84956,0.83158,"detalle_1",2,4,"moviles231"
"resumen_metricas.2810","modelo_svm - radial",0.91667,0.08333,0.93333,0.90816,0.9115,0.91579,"detalle_1",2,4,"moviles231"
"resumen_metricas.3810","modelo_svm - sigmoid",0.90657,0.09343,0.91111,0.87755,0.86726,0.97895,"detalle_1",2,4,"moviles231"
"resumen_metricas9101","modelo_svm - linear",0.9596,0.0404,0.95283,0.95146,0.95918,0.97753,"detalle_1",2,5,"moviles231"
"resumen_metricas.19101","modelo_svm - polynomial",0.78788,0.21212,0.75472,0.78641,0.83673,0.77528,"detalle_1",2,5,"moviles231"
"resumen_metricas.2910","modelo_svm - radial",0.88131,0.11869,0.90566,0.83495,0.86735,0.92135,"detalle_1",2,5,"moviles231"
"resumen_metricas.3910","modelo_svm - sigmoid",0.88131,0.11869,0.93396,0.85437,0.84694,0.88764,"detalle_1",2,5,"moviles231"
"resumen_metricas10101","modelo_svm - linear",0.96717,0.03283,0.95604,0.98131,0.93548,0.99048,"detalle_1",3,1,"moviles231"
"resumen_metricas.110101","modelo_svm - polynomial",0.81566,0.18434,0.78022,0.78505,0.86022,0.8381,"detalle_1",3,1,"moviles231"
"resumen_metricas.21010","modelo_svm - radial",0.87374,0.12626,0.91209,0.85047,0.7957,0.93333,"detalle_1",3,1,"moviles231"
"resumen_metricas.31010","modelo_svm - sigmoid",0.88636,0.11364,0.9011,0.91589,0.83871,0.88571,"detalle_1",3,1,"moviles231"
"resumen_metricas11131","modelo_svm - linear",0.96717,0.03283,0.97143,0.93182,0.96875,0.99065,"detalle_1",3,2,"moviles231"
"resumen_metricas.111131","modelo_svm - polynomial",0.80808,0.19192,0.8381,0.72727,0.86458,0.79439,"detalle_1",3,2,"moviles231"
"resumen_metricas.21113","modelo_svm - radial",0.90152,0.09848,0.94286,0.78409,0.9375,0.92523,"detalle_1",3,2,"moviles231"
"resumen_metricas.31113","modelo_svm - sigmoid",0.88889,0.11111,0.91429,0.86364,0.86458,0.90654,"detalle_1",3,2,"moviles231"
"resumen_metricas12111","modelo_svm - linear",0.97222,0.02778,1,0.94,0.97368,0.97701,"detalle_1",3,3,"moviles231"
"resumen_metricas.112111","modelo_svm - polynomial",0.80556,0.19444,0.86316,0.79,0.80702,0.75862,"detalle_1",3,3,"moviles231"
"resumen_metricas.21211","modelo_svm - radial",0.89394,0.10606,0.95789,0.9,0.85088,0.87356,"detalle_1",3,3,"moviles231"
"resumen_metricas.31211","modelo_svm - sigmoid",0.92677,0.07323,0.97895,0.88,0.90351,0.95402,"detalle_1",3,3,"moviles231"
"resumen_metricas13101","modelo_svm - linear",0.96465,0.03535,0.98165,0.95918,0.93333,0.9881,"detalle_1",3,4,"moviles231"
"resumen_metricas.113101","modelo_svm - polynomial",0.77525,0.22475,0.81651,0.80612,0.71429,0.7619,"detalle_1",3,4,"moviles231"
"resumen_metricas.21310","modelo_svm - radial",0.89394,0.10606,0.92661,0.88776,0.81905,0.95238,"detalle_1",3,4,"moviles231"
"resumen_metricas.31310","modelo_svm - sigmoid",0.91667,0.08333,0.95413,0.87755,0.88571,0.95238,"detalle_1",3,4,"moviles231"
"resumen_metricas14101","modelo_svm - linear",0.94949,0.05051,0.95833,0.93137,0.92045,0.98182,"detalle_1",3,5,"moviles231"
"resumen_metricas.114101","modelo_svm - polynomial",0.83333,0.16667,0.78125,0.85294,0.875,0.82727,"detalle_1",3,5,"moviles231"
"resumen_metricas.21410","modelo_svm - radial",0.92172,0.07828,0.94792,0.90196,0.86364,0.96364,"detalle_1",3,5,"moviles231"
"resumen_metricas.31410","modelo_svm - sigmoid",0.89899,0.10101,0.9375,0.89216,0.82955,0.92727,"detalle_1",3,5,"moviles231"
"resumen_metricas501","modelo_svm - linear",0.96212,0.03788,1,0.97059,0.89796,0.97959,"detalle_1",1,1,"moviles232"
"resumen_metricas.1501","modelo_svm - polynomial",0.81313,0.18687,0.89796,0.77451,0.79592,0.78571,"detalle_1",1,1,"moviles232"
"resumen_metricas.250","modelo_svm - radial",0.91414,0.08586,0.9898,0.86275,0.86735,0.93878,"detalle_1",1,1,"moviles232"
"resumen_metricas.350","modelo_svm - sigmoid",0.93687,0.06313,0.97959,0.96078,0.82653,0.97959,"detalle_1",1,1,"moviles232"
"resumen_metricas1501","modelo_svm - linear",0.95707,0.04293,0.99091,0.93878,0.92079,0.97701,"detalle_1",1,2,"moviles232"
"resumen_metricas.11501","modelo_svm - polynomial",0.79293,0.20707,0.80909,0.77551,0.81188,0.77011,"detalle_1",1,2,"moviles232"
"resumen_metricas.2150","modelo_svm - radial",0.88131,0.11869,0.95455,0.85714,0.79208,0.91954,"detalle_1",1,2,"moviles232"
"resumen_metricas.3150","modelo_svm - sigmoid",0.91919,0.08081,0.95455,0.92857,0.87129,0.91954,"detalle_1",1,2,"moviles232"
"resumen_metricas2141","modelo_svm - linear",0.94949,0.05051,0.96907,0.90426,0.93939,0.98113,"detalle_1",1,3,"moviles232"
"resumen_metricas.12141","modelo_svm - polynomial",0.80556,0.19444,0.81443,0.70213,0.85859,0.83962,"detalle_1",1,3,"moviles232"
"resumen_metricas.2214","modelo_svm - radial",0.89899,0.10101,0.91753,0.84043,0.90909,0.92453,"detalle_1",1,3,"moviles232"
"resumen_metricas.3214","modelo_svm - sigmoid",0.91919,0.08081,0.94845,0.89362,0.89899,0.93396,"detalle_1",1,3,"moviles232"
"resumen_metricas3121","modelo_svm - linear",0.97222,0.02778,0.96842,0.94624,0.9703,1,"detalle_1",1,4,"moviles232"
"resumen_metricas.13121","modelo_svm - polynomial",0.83838,0.16162,0.87368,0.86022,0.90099,0.72897,"detalle_1",1,4,"moviles232"
"resumen_metricas.2312","modelo_svm - radial",0.91162,0.08838,0.92632,0.90323,0.88119,0.93458,"detalle_1",1,4,"moviles232"
"resumen_metricas.3312","modelo_svm - sigmoid",0.93687,0.06313,0.94737,0.93548,0.92079,0.94393,"detalle_1",1,4,"moviles232"
"resumen_metricas4111","modelo_svm - linear",0.94949,0.05051,0.97917,0.91667,0.91753,0.98947,"detalle_1",1,5,"moviles232"
"resumen_metricas.14111","modelo_svm - polynomial",0.78535,0.21465,0.8125,0.77778,0.80412,0.74737,"detalle_1",1,5,"moviles232"
"resumen_metricas.2411","modelo_svm - radial",0.87626,0.12374,0.89583,0.82407,0.86598,0.92632,"detalle_1",1,5,"moviles232"
"resumen_metricas.3411","modelo_svm - sigmoid",0.92172,0.07828,0.95833,0.93519,0.82474,0.96842,"detalle_1",1,5,"moviles232"
"resumen_metricas5111","modelo_svm - linear",0.96212,0.03788,1,0.90909,0.9802,0.96842,"detalle_1",2,1,"moviles232"
"resumen_metricas.15111","modelo_svm - polynomial",0.83586,0.16414,0.84444,0.78182,0.91089,0.81053,"detalle_1",2,1,"moviles232"
"resumen_metricas.2511","modelo_svm - radial",0.90404,0.09596,0.96667,0.84545,0.88119,0.93684,"detalle_1",2,1,"moviles232"
"resumen_metricas.3511","modelo_svm - sigmoid",0.94192,0.05808,0.97778,0.92727,0.92079,0.94737,"detalle_1",2,1,"moviles232"
"resumen_metricas6111","modelo_svm - linear",0.95202,0.04798,0.97297,0.97849,0.87273,1,"detalle_1",2,2,"moviles232"
"resumen_metricas.16111","modelo_svm - polynomial",0.84596,0.15404,0.83784,0.89247,0.81818,0.84146,"detalle_1",2,2,"moviles232"
"resumen_metricas.2611","modelo_svm - radial",0.89394,0.10606,0.93694,0.87097,0.80909,0.97561,"detalle_1",2,2,"moviles232"
"resumen_metricas.3611","modelo_svm - sigmoid",0.89646,0.10354,0.95495,0.89247,0.78182,0.97561,"detalle_1",2,2,"moviles232"
"resumen_metricas7111","modelo_svm - linear",0.96212,0.03788,0.9823,0.94118,0.95652,0.96629,"detalle_1",2,3,"moviles232"
"resumen_metricas.17111","modelo_svm - polynomial",0.83333,0.16667,0.86726,0.86275,0.83696,0.75281,"detalle_1",2,3,"moviles232"
"resumen_metricas.2711","modelo_svm - radial",0.91414,0.08586,0.93805,0.87255,0.90217,0.94382,"detalle_1",2,3,"moviles232"
"resumen_metricas.3711","modelo_svm - sigmoid",0.93939,0.06061,0.93805,0.92157,0.95652,0.94382,"detalle_1",2,3,"moviles232"
"resumen_metricas8111","modelo_svm - linear",0.94697,0.05303,0.95745,0.95506,0.89109,0.98214,"detalle_1",2,4,"moviles232"
"resumen_metricas.18111","modelo_svm - polynomial",0.78283,0.21717,0.78723,0.78652,0.81188,0.75,"detalle_1",2,4,"moviles232"
"resumen_metricas.2811","modelo_svm - radial",0.89394,0.10606,0.90426,0.89888,0.85149,0.91964,"detalle_1",2,4,"moviles232"
"resumen_metricas.3811","modelo_svm - sigmoid",0.92172,0.07828,0.90426,0.94382,0.87129,0.96429,"detalle_1",2,4,"moviles232"
"resumen_metricas9111","modelo_svm - linear",0.9798,0.0202,0.98864,0.94059,1,0.9913,"detalle_1",2,5,"moviles232"
"resumen_metricas.19111","modelo_svm - polynomial",0.79798,0.20202,0.88636,0.75248,0.81522,0.75652,"detalle_1",2,5,"moviles232"
"resumen_metricas.2911","modelo_svm - radial",0.91667,0.08333,0.95455,0.85149,0.94565,0.92174,"detalle_1",2,5,"moviles232"
"resumen_metricas.3911","modelo_svm - sigmoid",0.93434,0.06566,0.97727,0.92079,0.92391,0.92174,"detalle_1",2,5,"moviles232"
"resumen_metricas10111","modelo_svm - linear",0.95202,0.04798,0.98276,0.91954,0.91579,0.97959,"detalle_1",3,1,"moviles232"
"resumen_metricas.110111","modelo_svm - polynomial",0.82323,0.17677,0.7931,0.85057,0.86316,0.79592,"detalle_1",3,1,"moviles232"
"resumen_metricas.21011","modelo_svm - radial",0.89646,0.10354,0.93103,0.83908,0.89474,0.90816,"detalle_1",3,1,"moviles232"
"resumen_metricas.31011","modelo_svm - sigmoid",0.92424,0.07576,0.94828,0.89655,0.89474,0.94898,"detalle_1",3,1,"moviles232"
"resumen_metricas11141","modelo_svm - linear",0.96717,0.03283,0.98925,0.95238,0.93878,0.99,"detalle_1",3,2,"moviles232"
"resumen_metricas.111141","modelo_svm - polynomial",0.79545,0.20455,0.78495,0.80952,0.81633,0.77,"detalle_1",3,2,"moviles232"
"resumen_metricas.21114","modelo_svm - radial",0.90152,0.09848,0.92473,0.90476,0.82653,0.95,"detalle_1",3,2,"moviles232"
"resumen_metricas.31114","modelo_svm - sigmoid",0.94949,0.05051,0.98925,0.94286,0.89796,0.97,"detalle_1",3,2,"moviles232"
"resumen_metricas12121","modelo_svm - linear",0.95202,0.04798,1,0.87963,0.94845,0.98969,"detalle_1",3,3,"moviles232"
"resumen_metricas.112121","modelo_svm - polynomial",0.81061,0.18939,0.84043,0.7963,0.79381,0.81443,"detalle_1",3,3,"moviles232"
"resumen_metricas.21212","modelo_svm - radial",0.89394,0.10606,0.94681,0.84259,0.85567,0.93814,"detalle_1",3,3,"moviles232"
"resumen_metricas.31212","modelo_svm - sigmoid",0.92172,0.07828,0.96809,0.89815,0.85567,0.96907,"detalle_1",3,3,"moviles232"
"resumen_metricas13111","modelo_svm - linear",0.9596,0.0404,0.98958,0.95789,0.93578,0.95833,"detalle_1",3,4,"moviles232"
"resumen_metricas.113111","modelo_svm - polynomial",0.7904,0.2096,0.875,0.72632,0.77982,0.78125,"detalle_1",3,4,"moviles232"
"resumen_metricas.21311","modelo_svm - radial",0.87626,0.12374,0.91667,0.84211,0.85321,0.89583,"detalle_1",3,4,"moviles232"
"resumen_metricas.31311","modelo_svm - sigmoid",0.89141,0.10859,0.94792,0.85263,0.87156,0.89583,"detalle_1",3,4,"moviles232"
"resumen_metricas14111","modelo_svm - linear",0.95202,0.04798,0.96907,0.93,0.93814,0.97059,"detalle_1",3,5,"moviles232"
"resumen_metricas.114111","modelo_svm - polynomial",0.78788,0.21212,0.80412,0.8,0.84536,0.70588,"detalle_1",3,5,"moviles232"
"resumen_metricas.21411","modelo_svm - radial",0.90404,0.09596,0.90722,0.91,0.84536,0.95098,"detalle_1",3,5,"moviles232"
"resumen_metricas.31411","modelo_svm - sigmoid",0.91919,0.08081,0.93814,0.95,0.89691,0.89216,"detalle_1",3,5,"moviles232"
"resumen_metricas70","modelo_bosques - No_kernel",0.8525,0.1475,0.91509,0.78495,0.83019,0.87368,"ntree=500",1,1,"moviles111"
"resumen_metricas153","modelo_bosques - No_kernel",0.93,0.07,0.98,0.8913,0.90217,0.93966,"ntree=500",1,2,"moviles111"
"resumen_metricas217","modelo_bosques - No_kernel",0.895,0.105,0.91509,0.82883,0.9011,0.94565,"ntree=500",1,3,"moviles111"
"resumen_metricas315","modelo_bosques - No_kernel",0.9225,0.0775,0.94565,0.8835,0.87379,0.9902,"ntree=500",1,4,"moviles111"
"resumen_metricas414","modelo_bosques - No_kernel",0.845,0.155,0.98958,0.81188,0.72222,0.87368,"ntree=500",1,5,"moviles111"
"resumen_metricas514","modelo_bosques - No_kernel",0.89,0.11,0.96875,0.86239,0.87755,0.85567,"ntree=500",2,1,"moviles111"
"resumen_metricas614","modelo_bosques - No_kernel",0.855,0.145,0.96703,0.75,0.77143,0.94231,"ntree=500",2,2,"moviles111"
"resumen_metricas714","modelo_bosques - No_kernel",0.905,0.095,0.9703,0.8427,0.84466,0.95327,"ntree=500",2,3,"moviles111"
"resumen_metricas814","modelo_bosques - No_kernel",0.915,0.085,0.9537,0.94118,0.80808,0.95604,"ntree=500",2,4,"moviles111"
"resumen_metricas914","modelo_bosques - No_kernel",0.885,0.115,0.89423,0.85,0.87368,0.92079,"ntree=500",2,5,"moviles111"
"resumen_metricas1014","modelo_bosques - No_kernel",0.89,0.11,0.96703,0.84694,0.84466,0.90741,"ntree=500",3,1,"moviles111"
"resumen_metricas1117","modelo_bosques - No_kernel",0.8875,0.1125,0.95699,0.81481,0.85106,0.93333,"ntree=500",3,2,"moviles111"
"resumen_metricas1215","modelo_bosques - No_kernel",0.8725,0.1275,0.9697,0.86869,0.78505,0.87368,"ntree=500",3,3,"moviles111"
"resumen_metricas1314","modelo_bosques - No_kernel",0.8975,0.1025,0.89474,0.88372,0.86408,0.94845,"ntree=500",3,4,"moviles111"
"resumen_metricas1414","modelo_bosques - No_kernel",0.8975,0.1025,0.93204,0.86239,0.87097,0.92632,"ntree=500",3,5,"moviles111"
"resumen_metricas154","modelo_bosques - No_kernel",0.88,0.12,0.9596,0.81579,0.78313,0.95192,"ntree=500",1,1,"moviles112"
"resumen_metricas162","modelo_bosques - No_kernel",0.89,0.11,0.93617,0.79348,0.86239,0.9619,"ntree=500",1,2,"moviles112"
